iter	Logloss
302	0.03331514344
303	0.03321066265
304	0.03307024798
305	0.03286174039
306	0.03269118097
307	0.03257196302
308	0.03231767668
309	0.03218999298
310	0.03206451465
311	0.03192537134
312	0.03178385234
313	0.03165642514
314	0.03149888912
315	0.03125631123
316	0.03102483708
317	0.03090137927
318	0.03075581365
319	0.03056426692
320	0.03047401939
321	0.03019948411
322	0.0299780758
323	0.02988963464
324	0.02974877932
325	0.02963396998
326	0.02951221301
327	0.02937799782
328	0.02923671692
329	0.02907908787
330	0.02895671163
331	0.02873505682
332	0.02858548564
333	0.02841149177
334	0.0282761396
335	0.02810819036
336	0.02792609023
337	0.02775111685
338	0.02767838389
339	0.02748369264
340	0.02737180593
341	0.02716176041
342	0.02705457519
343	0.02692860713
344	0.02679368355
345	0.02664668292
346	0.02650045472
347	0.02643367093
348	0.02624730382
349	0.02614151687
350	0.02604083888
351	0.02584829444
352	0.02569139356
353	0.02563942151
354	0.02554996207
355	0.02525349359
356	0.0250578545
357	0.02500549216
358	0.02490324625
359	0.02480807135
360	0.02473794191
361	0.02462898116
362	0.02455438749
363	0.02442292138
364	0.02434234357
365	0.02426883717
366	0.02420593335
367	0.02408792314
368	0.02398793615
369	0.02390037145
370	0.02375914473
371	0.02355279076
372	0.02334440282
373	0.02323736491
374	0.02307832761
375	0.02296245587
376	0.02280348237
377	0.02263996637
378	0.022539908
379	0.02246029225
380	0.02234119263
381	0.02221124515
382	0.0221641229
383	0.02203200691
384	0.0219389623
385	0.02182352817
386	0.02163733144
387	0.02160076358
388	0.02152479881
389	0.02142874832
390	0.02135259958
391	0.02130465628
392	0.02116421052
393	0.02109229463
394	0.02099104349
395	0.02090847803
396	0.02083273562
397	0.02065824033
398	0.02061379648
399	0.02056259423
400	0.02047368381
401	0.02036436941
402	0.02030101814
403	0.02020657237
404	0.0201442769
405	0.02009826889
406	0.01996886228
407	0.0198890585
408	0.01986026442
409	0.01978302455
410	0.0197116865
411	0.01961395313
412	0.01949739424
413	0.01945267718
414	0.01934652045
415	0.01928379274
416	0.01920056861
417	0.01913112087
418	0.0190230041
419	0.01891655295
420	0.01885004875
421	0.01874934081
422	0.01873025401
423	0.01865251937
424	0.01858338591
425	0.01849198795
426	0.01843236046
427	0.01835246181
428	0.01831347075
429	0.01827663133
430	0.01824260141
431	0.01817852693
432	0.01812345027
433	0.01804769934
434	0.01798163176
435	0.01789919877
436	0.01779756923
437	0.01775777582
438	0.01759043854
439	0.01749339522
440	0.01742619943
441	0.01730374448
442	0.01718195273
443	0.01713883155
444	0.01707415102
445	0.01692504739
446	0.01684695942
447	0.01675683042
448	0.01668396923
449	0.01663877115
450	0.01656710768
451	0.01648297739
452	0.01645154351
453	0.01636901642
454	0.01631263979
455	0.01627363944
456	0.01623113805
457	0.01615253949
458	0.01610334661
459	0.01603851046
460	0.01597976256
461	0.01595757901
462	0.01589408044
463	0.01580305851
464	0.01577097476
465	0.0156925544
466	0.01565956094
467	0.01558764654
468	0.01554834537
469	0.01549448311
470	0.01542113651
471	0.01534712589
472	0.01528550555
473	0.01527169658
474	0.01524969194
475	0.01520273774
476	0.01516464492
477	0.01513039019
478	0.01509145056
479	0.01505589982
480	0.0149792875
481	0.01493040786
482	0.01481463913
483	0.01474992293
484	0.01469744704
485	0.01464047581
486	0.01454704782
487	0.01447634353
488	0.01440397441
489	0.0143392234
490	0.01430329449
491	0.0142471083
492	0.01417418593
493	0.01410688449
494	0.01406854505
495	0.01398149014
496	0.01394416961
497	0.01390320394
498	0.01385197767
499	0.01382991721
